ip,country_code,country_name,region_code,region_name,city,zip_code,time_zone,latitude,longitude,metro_code
"""106.195.55.254""","""IN""","""India""","""IN-HR""","""Haryana""","""Gurugram""","""122003""","""Asia/Kolkata""",28.443239212036133,77.05500793457031,0
